TRank,H-Unnamed: 0,H-Name,H-Team,H-GP,H-BO,H-L/R,H-PA,H-AB,H-H,H-R,H-HR,H-RBI,H-BB,H-SB,H-CS,H-AVG,H-POS,H-R-Z,H-HR-Z,H-RBI-Z,H-SB-Z,H-AVG-Z,H-SUM-Z,H-SUM-Z-A,H-Adj-Val,H-ACV,H-Unnamed: 26,P-Unnamed: 0,P-Name,P-Team,P-L/R,P-POS,P-IP,P-GS,P-GP,P-HA,P-R,P-ER,P-HR,P-BB,P-K,P-W,P-L,P-S,P-HD,P-BS,P-ERA,P-WHIP,P-SB,P-CS,P-SBP,P-W-Z,P-K-Z,P-S-Z,P-ERA-Z,P-WHIP-Z,P-Z-SUM,P-Z-SUM-A,P-ACV,P-Unnamed: 32,ACV
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,Blake Walston,ARI,LEFT,RP,18.33333333333333,2,7,16,12,9,4,10,18,1,0,0,0,0,4.418,1.418,0,0,0.0,-2.032,-2.538,-0.501,-0.117,-0.197,-5.386,1.404,2.6407235348211544,,2.6407235348211544
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,Enyel De Los Santos,ATL| HOU| PHI| PIT| CLE| CHA| NYA| SDN,RIGHT,RP,64.0,0,64,65,38,37,17,25,66,1,2,2,0,0,5.203,1.406,3,0,0.047,-2.032,-1.503,-0.326,-0.876,-0.652,-5.389,1.4009999999999998,2.6350809631655534,,2.6350809631655534
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,Graham Ashcraft,CIN,RIGHT,SP,77.33333333333334,15,15,89,50,45,11,27,57,5,5,0,0,0,5.237,1.5,4,1,0.052,-0.991,-1.697,-0.501,-1.083,-1.137,-5.409,1.3810000000000002,2.5974638187948824,,2.5974638187948824
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,Tommy Nance,TOR| CHN| MIA,RIGHT,RP,22.0,0,20,18,12,10,2,9,19,0,3,0,0,0,4.091,1.227,5,0,0.227,-2.292,-2.517,-0.501,-0.073,-0.034,-5.418,1.372,2.58053610382808,,2.58053610382808
642,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,Austin Warren,NYN| ANA| SFN,RIGHT,RP,10.666666666666668,0,6,9,2,2,1,5,7,0,0,0,0,0,1.688,1.312,0,0,0.0,-2.292,-2.776,-0.501,0.203,-0.06,-5.427,1.3630000000000004,2.563608388861278,,2.563608388861278
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,Alex Young,ARI| CLE| SFN| CIN| NYN,LEFT,RP,15.666666666666666,0,17,15,5,5,2,7,15,0,0,0,0,0,2.872,1.404,1,0,0.064,-2.292,-2.603,-0.501,0.125,-0.158,-5.429,1.3609999999999998,2.55984667442421,,2.55984667442421
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,Joe Kelly,LAN| CHA,RIGHT,RP,32.0,0,35,31,19,17,4,16,35,1,1,0,0,0,4.781,1.469,1,1,0.031,-2.032,-2.172,-0.501,-0.312,-0.422,-5.439,1.351,2.5410381022388746,,2.5410381022388746
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,Cade Povich,BAL,LEFT,SP,79.66666666666669,16,16,80,49,46,12,34,69,3,9,0,0,0,5.197,1.431,6,1,0.075,-1.511,-1.438,-0.501,-1.085,-0.906,-5.443,1.3470000000000004,2.533514673364741,,2.533514673364741
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,Michael Petersen,ATL| MIA| LAN,RIGHT,RP,19.666666666666664,0,16,21,14,13,3,11,14,3,1,0,0,0,5.949,1.627,2,0,0.102,-1.511,-2.625,-0.501,-0.406,-0.41,-5.453,1.3369999999999995,2.514706101179404,,2.514706101179404
647,167,Blake Perkins,MIL,118,9,SWITCH,434,383,92,54,6,43,42,23,4,0.24,CF,-1.003,-1.581,-1.326,0.963,-0.509,-3.455,0.9329999999999998,4.388,2.481695237542093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.481695237542093
648,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,Stephen Kolek,KCA| SDN,RIGHT,RP,46.66666666666666,0,42,59,30,27,4,12,39,3,0,0,0,0,5.207,1.521,2,1,0.043,-1.511,-2.085,-0.501,-0.64,-0.734,-5.473,1.3170000000000002,2.477088956808733,,2.477088956808733
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,Ty Madden,DET,RIGHT,RP,23.0,1,6,25,12,11,2,8,17,1,1,0,0,0,4.304,1.435,4,0,0.174,-2.032,-2.56,-0.501,-0.122,-0.266,-5.481,1.3090000000000002,2.462042099060464,,2.462042099060464
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,Kolby Allard,CLE| TEX| ATL| PHI,LEFT,SP| RP,27.0,4,7,34,15,15,5,8,23,2,0,0,0,0,5.0,1.556,0,0,0.0,-1.772,-2.431,-0.501,-0.318,-0.469,-5.491,1.2990000000000004,2.4432335268751286,,2.4432335268751286
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,Joel Kuhnel,CIN| HOU| TBA,RIGHT,RP,10.0,0,6,8,5,5,1,0,5,0,0,0,0,0,4.5,0.8,1,0,0.1,-2.292,-2.819,-0.501,-0.071,0.19,-5.493,1.2969999999999997,2.4394718124380605,,2.4394718124380605
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,Eduardo Salazar,WAS| CIN| LAN,RIGHT,RP,29.33333333333333,0,26,34,11,9,2,14,27,0,1,0,0,0,2.761,1.636,4,2,0.136,-2.292,-2.344,-0.501,0.265,-0.624,-5.497,1.293,2.431948383563927,,2.431948383563927
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,Grant Holman,ATH| OAK,RIGHT,RP,15.666666666666666,0,18,17,8,7,1,9,16,1,1,0,0,0,4.021,1.66,0,0,0.0,-2.032,-2.582,-0.501,-0.042,-0.351,-5.508,1.282,2.4112589541600573,,2.4112589541600573
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,Nick Robertson,BOS| LAN| SLN| TOR,RIGHT,RP,13.333333333333332,0,9,15,6,6,3,2,14,0,0,0,0,0,4.05,1.275,1,0,0.075,-2.292,-2.625,-0.501,-0.039,-0.051,-5.509,1.2809999999999997,2.409378096941523,,2.409378096941523
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,Mike Baumann,BAL| ANA| MIA| SEA| SFN,RIGHT,RP,58.333333333333336,0,57,59,40,36,9,28,58,3,1,0,0,0,5.554,1.491,7,3,0.12,-1.511,-1.676,-0.501,-0.989,-0.834,-5.511,1.279,2.4056163825044563,,2.4056163825044563
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,Adam Cimber,CLE| MIA| TOR| ANA,RIGHT,RP,24.33333333333333,0,28,20,19,19,1,14,19,3,0,0,0,0,7.027,1.397,2,2,0.082,-1.511,-2.517,-0.501,-0.746,-0.237,-5.513,1.277,2.4018546680673896,,2.4018546680673896
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,Jimmy Herget,COL| TEX| ANA| ATL,RIGHT,RP,12.333333333333332,0,8,13,6,6,2,3,15,0,1,0,0,0,4.378,1.297,2,0,0.162,-2.292,-2.603,-0.501,-0.074,-0.061,-5.531,1.2590000000000003,2.3679992381337853,,2.3679992381337853
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Abner Uribe,MIL,RIGHT,RP,14.333333333333334,0,14,15,11,11,1,12,14,2,2,3,0,0,6.907,1.884,0,0,0.0,-1.772,-2.625,-0.238,-0.423,-0.476,-5.534,1.2560000000000002,2.3623566664781843,,2.3623566664781843
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,Zach Pop,NYN| SEA| MIA| TOR,RIGHT,RP,48.33333333333332,0,58,45,36,30,9,19,33,2,4,1,0,0,5.586,1.324,3,0,0.062,-1.772,-2.215,-0.413,-0.834,-0.301,-5.535,1.255,2.36047580925965,,2.36047580925965
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,Tyler Phillips,MIA| PHI,RIGHT,SP,36.66666666666666,7,8,45,28,28,9,7,28,4,1,0,0,0,6.873,1.418,4,0,0.109,-1.251,-2.323,-0.501,-1.071,-0.394,-5.541,1.2489999999999997,2.349190665948448,,2.349190665948448
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,Mason Englert,TBA| DET,RIGHT,RP,21.666666666666668,1,12,23,15,13,4,5,16,1,0,0,0,0,5.4,1.292,1,1,0.046,-2.032,-2.582,-0.501,-0.336,-0.102,-5.552,1.2380000000000004,2.32850123654458,,2.32850123654458
662,163,Luis Rengifo,ANA,77,2,SWITCH,304,283,85,40,6,30,16,24,7,0.3,2B| 3B,-1.774,-1.581,-1.978,1.049,0.933,-3.351,0.8739999999999997,4.225,2.32476059765465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32476059765465
663,139,Nolan Schanuel,ANA,146,1,LEFT,607,519,130,62,13,54,68,10,1,0.25,1B,-0.562,-0.798,-0.774,-0.146,-0.279,-2.56,0.8700000000000001,3.43,2.314120961052113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.314120961052113
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,Kyle Nelson,ARI| CLE,LEFT,RP,10.666666666666666,0,11,8,5,5,2,4,8,0,0,0,0,0,4.219,1.125,0,0,0.0,-2.292,-2.754,-0.501,-0.048,0.036,-5.56,1.2300000000000004,2.3134543787963118,,2.3134543787963118
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,Logan Allen,CLE,LEFT,SP,97.33333333333331,20,20,113,63,62,22,41,79,8,5,0,0,0,5.733,1.582,3,2,0.031,-0.21,-1.223,-0.501,-1.812,-1.817,-5.562,1.2279999999999998,2.309692664359243,,2.309692664359243
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,Dany Jimenez,SFN| OAK,RIGHT,RP,25.666666666666664,0,25,21,18,14,6,19,25,1,3,1,0,0,4.909,1.558,0,0,0.0,-2.032,-2.387,-0.413,-0.281,-0.45,-5.564,1.226,2.305930949922176,,2.305930949922176
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,Casey Mize,DET,RIGHT,SP,102.33333333333331,20,22,121,57,51,11,29,78,2,6,0,0,0,4.485,1.466,11,4,0.107,-1.772,-1.244,-0.501,-0.717,-1.336,-5.57,1.2199999999999998,2.2946458066109745,,2.2946458066109745
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,Max Lazar,PHI,RIGHT,RP,13.666666666666664,0,11,13,7,7,2,2,9,0,0,0,0,0,4.61,1.098,0,0,0.0,-2.292,-2.733,-0.501,-0.112,0.064,-5.573,1.2169999999999996,2.289003234955373,,2.289003234955373
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,Brock Burke,ANA| TEX,LEFT,RP,34.0,1,34,37,22,22,4,16,41,2,1,0,0,0,5.824,1.559,2,0,0.059,-1.772,-2.042,-0.501,-0.662,-0.596,-5.573,1.2169999999999996,2.289003234955373,,2.289003234955373
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,Justin Wilson,BOS| NYN| CIN| NYA,LEFT,RP,46.66666666666666,0,60,55,30,29,10,13,51,1,5,2,0,0,5.593,1.457,4,2,0.086,-2.032,-1.827,-0.326,-0.808,-0.59,-5.582,1.2080000000000002,2.2720755199885723,,2.2720755199885723
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,Yosver Zulueta,CIN,RIGHT,RP,16.333333333333332,0,12,15,10,9,2,7,20,0,0,0,0,0,4.959,1.347,0,0,0.0,-2.292,-2.495,-0.501,-0.186,-0.12,-5.595,1.1950000000000005,2.247624376147636,,2.247624376147636
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,Josh Fleming,TBA| PIT,LEFT,SP| RP,31.33333333333333,3,25,34,18,14,3,14,17,1,1,1,0,0,4.021,1.532,2,2,0.064,-2.032,-2.56,-0.413,-0.084,-0.509,-5.599,1.1909999999999998,2.2401009472735005,,2.2401009472735005
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,Jonathan Hernandez,TEX| SEA,RIGHT,RP,43.33333333333334,1,29,41,28,26,6,28,39,3,1,0,0,0,5.4,1.592,4,1,0.092,-1.511,-2.085,-0.501,-0.672,-0.83,-5.6,1.1900000000000004,2.238220090054968,,2.238220090054968
674,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,Joe La Sorsa,CIN| TBA| WAS,LEFT,RP,17.666666666666668,0,16,17,9,9,4,5,14,0,0,0,0,0,4.585,1.245,4,1,0.226,-2.292,-2.625,-0.501,-0.14,-0.043,-5.601,1.189,2.2363392328364338,,2.2363392328364338
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,Max Meyer,MIA,RIGHT,SP,57.0,11,11,62,38,36,14,19,46,3,5,0,0,0,5.684,1.421,3,2,0.053,-1.511,-1.934,-0.501,-1.035,-0.621,-5.603,1.1870000000000005,2.232577518399367,,2.232577518399367
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,Davis Martin,CHA,RIGHT,SP,49.99999999999999,10,11,50,25,24,5,23,47,0,5,0,0,0,4.32,1.46,2,3,0.04,-2.292,-1.913,-0.501,-0.274,-0.639,-5.618,1.1719999999999997,2.204364660121362,,2.204364660121362
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,John Brebbia,ATL| DET| SFN| CHA,RIGHT,RP,55.33333333333333,0,59,56,36,36,11,19,67,0,6,2,0,0,5.855,1.355,4,1,0.072,-2.292,-1.482,-0.326,-1.093,-0.428,-5.621,1.1689999999999996,2.198722088465761,,2.198722088465761
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,Kumar Rocker,TEX,RIGHT,SP,11.666666666666668,3,3,12,6,5,1,6,14,0,2,0,0,0,3.857,1.543,1,0,0.086,-2.292,-2.625,-0.501,-0.014,-0.196,-5.627,1.1630000000000005,2.1874369451545608,,2.1874369451545608
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,Carson Spiers,CIN,RIGHT,SP| RP,90.66666666666666,10,22,112,59,55,20,27,80,5,7,0,0,0,5.46,1.533,2,2,0.022,-0.991,-1.201,-0.501,-1.457,-1.478,-5.628,1.162,2.1855560879360265,,2.1855560879360265
680,223,Max Schuemann,ATH| OAK,129,9,RIGHT,459,396,87,53,7,34,47,14,1,0.22,SS| 3B,-1.058,-1.469,-1.778,0.195,-1.151,-5.26,0.8200000000000003,6.08,2.181125503520383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.181125503520383
681,224,Orlando Arcia,ATL| COL| MIL,157,9,RIGHT,602,551,120,50,17,46,41,2,0,0.218,SS,-1.223,-0.351,-1.176,-0.829,-1.682,-5.261,0.819,6.08,2.1784655943697477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1784655943697477
682,170,Andy Pages,LAN,115,5,RIGHT,443,403,100,65,13,46,29,1,2,0.248,RF| CF,-0.397,-0.798,-1.176,-0.915,-0.289,-3.575,0.8129999999999997,4.388,2.162506139465939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.162506139465939
683,165,Otto Lopez,MIA| TOR,113,6,RIGHT,434,403,109,48,6,39,25,19,4,0.27,2B,-1.333,-1.581,-1.527,0.622,0.403,-3.416,0.8089999999999997,4.225,2.1518665028634003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1518665028634003
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,Giovanny Gallegos,SLN,RIGHT,RP,20.666666666666668,0,21,24,15,15,6,10,21,2,1,1,0,0,6.532,1.645,2,0,0.097,-1.772,-2.474,-0.413,-0.538,-0.448,-5.646,1.144,2.1517006580024227,,2.1517006580024227
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,Triston McKenzie,CLE,RIGHT,SP,75.66666666666666,16,16,69,46,43,19,49,74,3,5,0,0,0,5.114,1.56,9,0,0.119,-1.511,-1.331,-0.501,-0.973,-1.329,-5.646,1.144,2.1517006580024227,,2.1517006580024227
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,Guillo Zuniga,SLN| ANA,RIGHT,RP,17.666666666666664,0,15,16,10,10,5,8,12,0,0,2,0,0,5.094,1.359,2,0,0.113,-2.292,-2.668,-0.326,-0.224,-0.139,-5.649,1.141,2.1460580863468217,,2.1460580863468217
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Patrick Sandoval,ANA,LEFT,SP,79.66666666666666,16,16,85,49,45,8,35,81,2,8,0,0,0,5.084,1.506,4,2,0.05,-1.772,-1.18,-0.501,-1.002,-1.195,-5.65,1.1399999999999997,2.1441772291282875,,2.1441772291282875
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Josh Rogers,WAS| COL,LEFT,RP,11.0,0,6,15,8,8,1,3,3,2,0,0,0,0,6.545,1.636,0,0,0.0,-1.772,-2.862,-0.501,-0.288,-0.234,-5.657,1.133,2.131011228598553,,2.131011228598553
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,Gabe Speier,SEA| KCA,LEFT,RP,23.666666666666668,0,29,19,15,15,2,14,33,0,2,0,0,0,5.704,1.394,5,0,0.211,-2.292,-2.215,-0.501,-0.434,-0.227,-5.67,1.12,2.1065600847576165,,2.1065600847576165
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,Jacob Lopez,ATH| TBA,LEFT,RP,10.333333333333332,1,4,5,7,6,2,7,8,0,0,0,0,0,5.226,1.161,4,0,0.387,-2.292,-2.754,-0.501,-0.144,0.017,-5.674,1.1159999999999997,2.099036655883481,,2.099036655883481
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,Gerson Garabito,TEX,RIGHT,RP,26.33333333333333,2,18,23,15,14,4,12,22,0,2,0,0,0,4.785,1.329,3,0,0.114,-2.292,-2.452,-0.501,-0.258,-0.17,-5.674,1.1159999999999997,2.099036655883481,,2.099036655883481
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,Cody Bolton,CLE| PIT| SEA,RIGHT,RP,18.666666666666664,0,17,18,11,9,3,9,17,0,0,0,0,0,4.339,1.446,1,1,0.054,-2.292,-2.56,-0.501,-0.105,-0.226,-5.685,1.1050000000000004,2.078347226479613,,2.078347226479613
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,Jaden Hill,COL,RIGHT,RP,10.666666666666668,0,9,8,7,6,2,4,6,0,0,0,0,0,5.062,1.125,5,0,0.469,-2.292,-2.797,-0.501,-0.132,0.036,-5.687,1.1029999999999998,2.0745855120425447,,2.0745855120425447
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,Diego Castillo,TBA| SEA| MIN,RIGHT,RP,10.0,0,7,8,3,3,0,8,6,0,0,0,0,0,2.7,1.6,1,0,0.1,-2.292,-2.797,-0.501,0.096,-0.195,-5.69,1.0999999999999996,2.068942940386944,,2.068942940386944
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,Rafael Montero,ATL| DET| HOU| TEX| SEA,RIGHT,RP,38.33333333333333,0,41,35,21,20,8,19,23,1,2,0,0,0,4.696,1.409,8,2,0.209,-2.032,-2.431,-0.501,-0.344,-0.395,-5.702,1.088,2.046372653764541,,2.046372653764541
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,Jake Bird,COL| NYA,RIGHT,RP,39.99999999999999,0,35,43,21,20,5,25,31,2,2,1,0,0,4.5,1.7,4,2,0.1,-1.772,-2.258,-0.413,-0.286,-0.974,-5.703,1.0869999999999995,2.044491796546007,,2.044491796546007
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,Brock Stewart,LAN| MIN,RIGHT,RP,15.666666666666666,0,16,15,9,9,2,8,20,0,0,0,0,0,5.17,1.468,2,0,0.128,-2.292,-2.495,-0.501,-0.21,-0.206,-5.704,1.0860000000000003,2.0426109393274747,,2.0426109393274747
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,Alex Lange,DET,RIGHT,RP,18.666666666666664,0,21,16,16,9,0,17,21,0,3,2,0,0,4.339,1.768,1,1,0.054,-2.292,-2.474,-0.326,-0.105,-0.515,-5.713,1.077,2.025683224360672,,2.025683224360672
699,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,Ryder Ryan,SEA| PIT,RIGHT,RP,20.666666666666668,0,15,21,14,13,2,9,17,1,0,0,0,0,5.661,1.452,3,0,0.145,-2.032,-2.56,-0.501,-0.371,-0.256,-5.72,1.0700000000000005,2.012517223830937,,2.012517223830937
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,Ray Kerr,SDN| ATL,LEFT,RP,22.33333333333333,2,10,29,14,14,4,7,27,1,2,0,0,0,5.642,1.612,5,1,0.224,-2.032,-2.344,-0.501,-0.397,-0.449,-5.723,1.0670000000000002,2.0068746521753367,,2.0068746521753367
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,Julian Aguiar,CIN,RIGHT,SP,31.666666666666668,7,7,30,22,22,8,12,19,2,1,0,0,0,6.253,1.326,1,0,0.032,-1.772,-2.517,-0.501,-0.743,-0.2,-5.733,1.0570000000000004,1.988066079990001,,1.988066079990001
702,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,Anthony Maldonado,ATH| MIA,RIGHT,RP,19.0,1,16,21,12,12,1,7,11,1,1,1,0,0,5.684,1.474,2,1,0.105,-2.032,-2.689,-0.413,-0.345,-0.255,-5.735,1.0549999999999995,1.9843043655529329,,1.9843043655529329
703,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,Adam Oller,OAK| MIA,RIGHT,SP,42.333333333333336,8,8,43,25,25,7,22,36,2,4,0,0,0,5.315,1.535,1,2,0.024,-1.772,-2.15,-0.501,-0.623,-0.695,-5.741,1.0490000000000004,1.973019222241732,,1.973019222241732
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,Yoendrys Gomez,CHA| LAN| NYA,RIGHT,RP,11.333333333333334,0,5,11,5,5,2,7,10,0,0,0,0,0,3.971,1.588,0,0,0.0,-2.292,-2.711,-0.501,-0.025,-0.215,-5.744,1.0460000000000005,1.9673766505861316,,1.9673766505861316
705,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,Humberto Castellanos,HOU| ARI,RIGHT,RP,10.333333333333334,0,7,11,6,6,0,4,7,0,0,1,0,0,5.226,1.452,1,0,0.097,-2.292,-2.776,-0.413,-0.144,-0.128,-5.753,1.037,1.9504489356193284,,1.9504489356193284
706,174,Sal Frelick,MIL,143,7,LEFT,524,475,123,66,2,32,39,18,3,0.259,RF| CF| LF,-0.341,-2.028,-1.878,0.536,0.054,-3.657,0.7309999999999999,4.388,1.9443935891139013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9443935891139013
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,Chase Anderson,TOR| PHI| CIN| COL| TBA| BOS| TEX,RIGHT,RP,58.333333333333336,1,29,55,41,35,12,21,42,0,2,3,0,0,5.4,1.303,7,1,0.12,-2.292,-2.021,-0.238,-0.905,-0.303,-5.76,1.0300000000000002,1.937282935089594,,1.937282935089594
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,Luis Medina,OAK,RIGHT,SP,40.0,8,8,43,24,23,4,20,32,2,4,0,0,0,5.175,1.575,1,1,0.025,-1.772,-2.236,-0.501,-0.537,-0.733,-5.779,1.011,1.901546647937456,,1.901546647937456
709,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,Tyler Mahle,TEX| CIN| MIN,RIGHT,SP,12.666666666666668,3,3,14,7,7,1,4,10,0,1,0,0,0,4.974,1.421,2,0,0.158,-2.292,-2.711,-0.501,-0.146,-0.138,-5.789,1.0010000000000003,1.88273807575212,,1.88273807575212
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,Sean Newcomb,ATH| BOS| ATL| CHN| OAK,LEFT,RP,10.0,0,7,9,7,7,2,8,7,1,0,0,0,0,6.3,1.7,3,2,0.3,-2.032,-2.776,-0.501,-0.239,-0.243,-5.791,0.9989999999999996,1.878976361315052,,1.878976361315052
711,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,Justin Wrobleski,LAN,LEFT,SP,36.33333333333333,6,8,34,24,23,9,16,26,1,2,1,0,0,5.697,1.376,3,2,0.083,-2.032,-2.366,-0.413,-0.664,-0.317,-5.793,0.997,1.875214646877985,,1.875214646877985
712,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,Nick Mears,MIL| PIT| COL,RIGHT,RP,57.66666666666664,0,54,61,40,38,7,24,75,1,5,0,0,0,5.931,1.474,4,1,0.069,-2.032,-1.309,-0.501,-1.179,-0.776,-5.797,0.9930000000000004,1.8676912180038516,,1.8676912180038516
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,Ryan Miller,ANA,RIGHT,RP,12.999999999999998,0,13,13,7,6,2,8,11,0,1,0,0,0,4.154,1.615,1,1,0.077,-2.292,-2.689,-0.501,-0.051,-0.263,-5.797,0.9930000000000004,1.8676912180038516,,1.8676912180038516
714,263,Jacob Stallings,BAL| COL| PIT| MIA,79,6,RIGHT,281,243,64,31,9,36,27,0,0,0.263,CC,-2.27,-1.246,-1.677,-1.0,0.11,-6.083,0.6989999999999998,6.782,1.8592764962935933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8592764962935933
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,George Soriano,MIA,RIGHT,RP,29.33333333333333,0,22,27,23,22,7,13,29,1,1,1,0,0,6.75,1.364,2,0,0.068,-2.032,-2.301,-0.413,-0.824,-0.238,-5.809,0.981,1.845120931381448,,1.845120931381448
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,Caleb Kilian,CHN,RIGHT,P,10.666666666666668,1,2,11,6,5,2,6,7,0,1,0,0,0,4.219,1.594,2,0,0.187,-2.292,-2.776,-0.501,-0.048,-0.205,-5.822,0.968,1.8206697875405111,,1.8206697875405111
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,Steven Matz,BOS| SLN| NYN| TOR,LEFT,SP| RP,44.33333333333333,7,12,49,28,25,7,15,33,1,2,0,0,0,5.075,1.444,2,1,0.045,-2.032,-2.215,-0.501,-0.554,-0.531,-5.833,0.957,1.7999803581366414,,1.7999803581366414
718,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,Sam Aldegheri,ANA,LEFT,SP,13.0,3,3,15,12,7,2,10,10,1,2,0,0,0,4.846,1.923,1,0,0.077,-2.032,-2.711,-0.501,-0.135,-0.456,-5.835,0.955,1.7962186436995746,,1.7962186436995746
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,Josh Walker,TOR| NYN,LEFT,RP,12.333333333333334,0,10,13,7,7,1,6,11,0,0,0,0,0,5.108,1.54,1,0,0.081,-2.292,-2.689,-0.501,-0.158,-0.205,-5.846,0.944,1.775529214295705,,1.775529214295705
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,Randy Vasquez,SDN| NYA,RIGHT,SP,98.0,20,20,119,56,53,13,29,62,4,7,0,0,0,4.867,1.51,12,4,0.122,-1.251,-1.589,-0.501,-1.035,-1.489,-5.866,0.9240000000000004,1.737912069925034,,1.737912069925034
721,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,Tyler Wells,BAL,RIGHT,SP,15.333333333333332,3,3,18,11,10,3,3,13,0,2,0,0,0,5.87,1.37,1,0,0.065,-2.292,-2.646,-0.501,-0.305,-0.129,-5.874,0.9160000000000004,1.7228652121767654,,1.7228652121767654
